2016-09-23 - 2016-12-31,Dota2 Professional League Season 2,"$800,000.00 "
2016-01-18 - 2016-12-30,ProDotA Cup Americas,"$35,000.00 "
2016-03-25 - 2016-12-22,WellPlay Invitational,"$20,000.00 "
2016-12-19 - 2016-12-21,StarLadder ProSeries - Season 17,"$2,500.00 "
2016-11-02 - 2016-12-20,SEA Kappa Invitational Season 3,"$10,000.00 "
2016-12-17 - 2016-12-18,China Top 2016,"$229,912.00 "
2016-12-03 - 2016-12-18,ZEN PRO LEAGUE,"$3,375.00 "
2016-12-14 - 2016-12-16,WCA 2016,"$596,226.10 "
2016-07-29 - 2016-12-11,ESL India Premiership 2016,"$19,127.78 "
2016-12-03 - 2016-12-10,The Boston Major 2016,"$3,000,000.00 "
2016-01-22 - 2016-11-30,ProDotA Cup Europe,"$55,000.00 "
2016-10-09 - 2016-11-27,Copa da Abertura dos Surdos 2016,$131.51 
2016-10-11 - 2016-11-26,DreamLeague Season 6,"$231,000.00 "
2016-11-01 - 2016-11-23,Elimination Mode 2.0,"$20,000.00 "
2016-11-07 - 2016-11-22,D2CL Season 9,"$5,000.00 "
2016-11-09 - 2016-11-22,Royal Arena #1,"$5,000.00 "
2016-11-16 - 2016-11-20,The Summit 6,"$100,000.00 "
2016-11-10 - 2016-11-13,ASUS ROG Master 2016,"$150,000.00 "
2016-11-10 - 2016-11-13,Northern Arena 2016 - Montreal,"$100,000.00 "
2016-11-10 - 2016-11-13,WESG 2016 - Asia-Pacific Finals,"$73,305.50 "
2016-03-19 - 2016-11-12,WCA 2016 - CN Qualifiers,"$179,472.80 "
2016-08-15 - 2016-11-08,ProDotA Cup SEA,"$15,000.00 "
2016-11-05 - 2016-11-06,DOTA2.PL LAN 2016,$513.34 
2016-11-04 - 2016-11-06,PAX Australia Melbourne 2016,"$1,534.80 "
2016-10-21 - 2016-10-23,WESG 2016 - Americas Finals,"$73,964.00 "
2016-10-17 - 2016-10-19,FACEIT Invitational,"$25,000.00 "
2016-10-17 - 2016-10-19,StarLadder ProSeries - Season 16,"$2,500.00 "
2016-10-14 - 2016-10-16,epic.NINETEEN,"$1,218.60 "
2016-07-06 - 2016-10-16,Nanyang Dota 2 Championships,"$245,798.00 "
2016-09-26 - 2016-10-14,D2CL Season 8,"$5,000.00 "
2016-09-02 - 2016-10-13,Elements Cup #2,"$20,000.00 "
2016-10-07 - 2016-10-09,Telkom DGL Masters 2016 Final,"$36,047.45 "
2016-10-06 - 2016-10-09,WESG 2016 - Europe & CIS Finals,"$74,901.50 "
2016-09-20 - 2016-10-08,Shanghai Dota 2 Open #2,"$77,911.60 "
2016-10-01 - 2016-10-04,WESG 2016 - Chinese Finals,"$26,232.50 "
2016-09-28 - 2016-10-02,MarsTV Dota 2 League 2016 Autumn,"$250,000.00 "
2016-06-13 - 2016-09-19,joinDOTA League Season 10,"$10,000.00 "
